_id,tarih,ilce_kodu,ilce,satis_adedi
657,2016-07-01,1183,Beşiktaş,132
658,2016-07-01,1185,Beykoz,16
659,2016-07-01,2051,Beylikdüzü,531
660,2016-07-01,1186,Beyoğlu,96
661,2016-07-01,1782,Büyükçekmece,335
662,2016-07-01,2052,Çekmeköy,280
663,2016-07-01,2016,Esenler,447
664,2016-07-01,2053,Esenyurt,2145
665,2016-07-01,1325,Eyüpsultan,267
666,2016-07-01,1327,Fatih,172
667,2016-07-01,1336,Gaziosmanpaşa,247
668,2016-07-01,2010,Güngören,96
669,2016-07-01,1421,Kadıköy,389
670,2016-07-01,1810,Kağıthane,324
671,2016-07-01,1449,Kartal,543
672,2016-07-01,1823,Küçükçekmece,359
673,2016-07-01,2012,Maltepe,329
674,2016-07-01,1835,Pendik,586
675,2016-07-01,2054,Sancaktepe,618
676,2016-07-01,1604,Sarıyer,92
677,2016-07-01,1622,Silivri,299
678,2016-07-01,1663,Şişli,168
679,2016-07-01,2014,Sultanbeyli,65
680,2016-07-01,2055,Sultangazi,292
681,2016-07-01,2015,Tuzla,292
682,2016-07-01,1852,Ümraniye,458
683,2016-07-01,1708,Üsküdar,258
684,2016-07-01,1739,Zeytinburnu,137
685,2016-08-01,2048,Arnavutköy,313
686,2016-08-01,2049,Ataşehir,444
687,2016-08-01,2003,Avcılar,539
688,2016-08-01,2004,Bağcılar,329
689,2016-08-01,2005,Bahçelievler,612
690,2016-08-01,1166,Bakırköy,164
691,2016-08-01,2050,Başakşehir,484
692,2016-08-01,1886,Bayrampaşa,197
693,2016-08-01,1183,Beşiktaş,133
694,2016-08-01,1185,Beykoz,14
695,2016-08-01,2051,Beylikdüzü,955
696,2016-08-01,1186,Beyoğlu,131
697,2016-08-01,1782,Büyükçekmece,397
698,2016-08-01,2052,Çekmeköy,444
699,2016-08-01,2016,Esenler,570
700,2016-08-01,2053,Esenyurt,3313
701,2016-08-01,1325,Eyüpsultan,354
702,2016-08-01,1327,Fatih,264
703,2016-08-01,1336,Gaziosmanpaşa,320
704,2016-08-01,2010,Güngören,177
705,2016-08-01,1421,Kadıköy,552
706,2016-08-01,1810,Kağıthane,495
707,2016-08-01,1449,Kartal,603
708,2016-08-01,1823,Küçükçekmece,483
709,2016-08-01,2012,Maltepe,412
710,2016-08-01,1835,Pendik,804
711,2016-08-01,2054,Sancaktepe,843
712,2016-08-01,1604,Sarıyer,116
713,2016-08-01,1622,Silivri,408
714,2016-08-01,1663,Şişli,285
715,2016-08-01,2014,Sultanbeyli,110
716,2016-08-01,2055,Sultangazi,457
717,2016-08-01,2015,Tuzla,418
718,2016-08-01,1852,Ümraniye,707
719,2016-08-01,1708,Üsküdar,302
720,2016-08-01,1739,Zeytinburnu,227
721,2016-09-01,2048,Arnavutköy,338
722,2016-09-01,2049,Ataşehir,395
723,2016-09-01,2003,Avcılar,491
724,2016-09-01,2004,Bağcılar,331
725,2016-09-01,2005,Bahçelievler,507
726,2016-09-01,1166,Bakırköy,256
727,2016-09-01,2050,Başakşehir,494
728,2016-09-01,1886,Bayrampaşa,176
729,2016-09-01,1183,Beşiktaş,134
730,2016-09-01,1185,Beykoz,31
731,2016-09-01,2051,Beylikdüzü,761
732,2016-09-01,1186,Beyoğlu,120
733,2016-09-01,1782,Büyükçekmece,511
734,2016-09-01,2052,Çekmeköy,488
735,2016-09-01,2016,Esenler,374
736,2016-09-01,2053,Esenyurt,3098
737,2016-09-01,1325,Eyüpsultan,326
738,2016-09-01,1327,Fatih,238
739,2016-09-01,1336,Gaziosmanpaşa,370
740,2016-09-01,2010,Güngören,167
741,2016-09-01,1421,Kadıköy,498
742,2016-09-01,1810,Kağıthane,491
743,2016-09-01,1449,Kartal,626
744,2016-09-01,1823,Küçükçekmece,474
745,2016-09-01,2012,Maltepe,585
746,2016-09-01,1835,Pendik,712
747,2016-09-01,2054,Sancaktepe,983
748,2016-09-01,1604,Sarıyer,117
749,2016-09-01,1622,Silivri,335
750,2016-09-01,1663,Şişli,199
751,2016-09-01,2014,Sultanbeyli,150
752,2016-09-01,2055,Sultangazi,439
753,2016-09-01,2015,Tuzla,535
754,2016-09-01,1852,Ümraniye,657
755,2016-09-01,1708,Üsküdar,306
756,2016-09-01,1739,Zeytinburnu,221
757,2016-10-01,2048,Arnavutköy,390
758,2016-10-01,2049,Ataşehir,480
759,2016-10-01,2003,Avcılar,640
760,2016-10-01,2004,Bağcılar,511
761,2016-10-01,2005,Bahçelievler,689
762,2016-10-01,1166,Bakırköy,310
763,2016-10-01,2050,Başakşehir,591
764,2016-10-01,1886,Bayrampaşa,293
765,2016-10-01,1183,Beşiktaş,194
766,2016-10-01,1185,Beykoz,39
767,2016-10-01,2051,Beylikdüzü,1134
768,2016-10-01,1186,Beyoğlu,151
769,2016-10-01,1782,Büyükçekmece,472
770,2016-10-01,2052,Çekmeköy,488
771,2016-10-01,2016,Esenler,446
772,2016-10-01,2053,Esenyurt,3852
773,2016-10-01,1325,Eyüpsultan,359
774,2016-10-01,1327,Fatih,284
775,2016-10-01,1336,Gaziosmanpaşa,465
776,2016-10-01,2010,Güngören,239
777,2016-10-01,1421,Kadıköy,578
778,2016-10-01,1810,Kağıthane,609
779,2016-10-01,1449,Kartal,767
780,2016-10-01,1823,Küçükçekmece,577
781,2016-10-01,2012,Maltepe,632
782,2016-10-01,1835,Pendik,978
783,2016-10-01,2054,Sancaktepe,1084
784,2016-10-01,1604,Sarıyer,162
785,2016-10-01,1622,Silivri,470
786,2016-10-01,1663,Şişli,298
787,2016-10-01,2014,Sultanbeyli,185
788,2016-10-01,2055,Sultangazi,552
789,2016-10-01,2015,Tuzla,652
790,2016-10-01,1852,Ümraniye,756
791,2016-10-01,1708,Üsküdar,377
792,2016-10-01,1739,Zeytinburnu,268
793,2016-11-01,2048,Arnavutköy,407
794,2016-11-01,2049,Ataşehir,507
795,2016-11-01,2003,Avcılar,578
796,2016-11-01,2004,Bağcılar,403
797,2016-11-01,2005,Bahçelievler,744
798,2016-11-01,1166,Bakırköy,264
799,2016-11-01,2050,Başakşehir,1016
800,2016-11-01,1886,Bayrampaşa,377
801,2016-11-01,1183,Beşiktaş,178
802,2016-11-01,1185,Beykoz,26
803,2016-11-01,2051,Beylikdüzü,1072
804,2016-11-01,1186,Beyoğlu,197
805,2016-11-01,1782,Büyükçekmece,493
806,2016-11-01,2052,Çekmeköy,518
807,2016-11-01,2016,Esenler,456
808,2016-11-01,2053,Esenyurt,4070
809,2016-11-01,1325,Eyüpsultan,429
810,2016-11-01,1327,Fatih,353
811,2016-11-01,1336,Gaziosmanpaşa,480
812,2016-11-01,2010,Güngören,306
813,2016-11-01,1421,Kadıköy,730
814,2016-11-01,1810,Kağıthane,616
815,2016-11-01,1449,Kartal,703
816,2016-11-01,1823,Küçükçekmece,533
817,2016-11-01,2012,Maltepe,609
818,2016-11-01,1835,Pendik,1013
819,2016-11-01,2054,Sancaktepe,1161
820,2016-11-01,1604,Sarıyer,159
821,2016-11-01,1622,Silivri,536
822,2016-11-01,1663,Şişli,371
823,2016-11-01,2014,Sultanbeyli,216
824,2016-11-01,2055,Sultangazi,607
825,2016-11-01,2015,Tuzla,759
826,2016-11-01,1852,Ümraniye,810
827,2016-11-01,1708,Üsküdar,368
828,2016-11-01,1739,Zeytinburnu,280
829,2016-12-01,2048,Arnavutköy,437
830,2016-12-01,2049,Ataşehir,609
831,2016-12-01,2003,Avcılar,620
832,2016-12-01,2004,Bağcılar,461
833,2016-12-01,2005,Bahçelievler,752
834,2016-12-01,1166,Bakırköy,429
835,2016-12-01,2050,Başakşehir,1152
836,2016-12-01,1886,Bayrampaşa,632
837,2016-12-01,1183,Beşiktaş,239
838,2016-12-01,1185,Beykoz,36
839,2016-12-01,2051,Beylikdüzü,1007
840,2016-12-01,1186,Beyoğlu,252
841,2016-12-01,1782,Büyükçekmece,634
842,2016-12-01,2052,Çekmeköy,514
843,2016-12-01,2016,Esenler,551
844,2016-12-01,2053,Esenyurt,4246
845,2016-12-01,1325,Eyüpsultan,490
846,2016-12-01,1327,Fatih,414
847,2016-12-01,1336,Gaziosmanpaşa,582
848,2016-12-01,2010,Güngören,278
849,2016-12-01,1421,Kadıköy,894
850,2016-12-01,1810,Kağıthane,637
851,2016-12-01,1449,Kartal,955
852,2016-12-01,1823,Küçükçekmece,626
853,2016-12-01,2012,Maltepe,717
854,2016-12-01,1835,Pendik,1150
855,2016-12-01,2054,Sancaktepe,1178
856,2016-12-01,1604,Sarıyer,229
857,2016-12-01,1622,Silivri,458
858,2016-12-01,1663,Şişli,441
859,2016-12-01,2014,Sultanbeyli,255
860,2016-12-01,2055,Sultangazi,575
861,2016-12-01,2015,Tuzla,714
862,2016-12-01,1852,Ümraniye,941
863,2016-12-01,1708,Üsküdar,536
864,2016-12-01,1739,Zeytinburnu,373
865,2017-01-01,2048,Arnavutköy,265
866,2017-01-01,2049,Ataşehir,416
867,2017-01-01,2003,Avcılar,373
868,2017-01-01,2004,Bağcılar,316
869,2017-01-01,2005,Bahçelievler,529
870,2017-01-01,1166,Bakırköy,294
871,2017-01-01,2050,Başakşehir,434
872,2017-01-01,1886,Bayrampaşa,162
873,2017-01-01,1183,Beşiktaş,127
874,2017-01-01,1185,Beykoz,22
875,2017-01-01,2051,Beylikdüzü,942
876,2017-01-01,1186,Beyoğlu,114
877,2017-01-01,1782,Büyükçekmece,348
878,2017-01-01,2052,Çekmeköy,346
879,2017-01-01,2016,Esenler,283
880,2017-01-01,2053,Esenyurt,3314
881,2017-01-01,1325,Eyüpsultan,336
882,2017-01-01,1327,Fatih,236
883,2017-01-01,1336,Gaziosmanpaşa,393
884,2017-01-01,2010,Güngören,162
885,2017-01-01,1421,Kadıköy,531
886,2017-01-01,1810,Kağıthane,356
887,2017-01-01,1449,Kartal,604
888,2017-01-01,1823,Küçükçekmece,445
889,2017-01-01,2012,Maltepe,415
890,2017-01-01,1835,Pendik,679
891,2017-01-01,2054,Sancaktepe,732
892,2017-01-01,1604,Sarıyer,90
893,2017-01-01,1622,Silivri,341
894,2017-01-01,1663,Şişli,217
895,2017-01-01,2014,Sultanbeyli,133
896,2017-01-01,2055,Sultangazi,427
897,2017-01-01,2015,Tuzla,389
898,2017-01-01,1852,Ümraniye,522
899,2017-01-01,1708,Üsküdar,264
900,2017-01-01,1739,Zeytinburnu,178
901,2017-02-01,2048,Arnavutköy,281
902,2017-02-01,2049,Ataşehir,453
903,2017-02-01,2003,Avcılar,460
904,2017-02-01,2004,Bağcılar,283
905,2017-02-01,2005,Bahçelievler,586
906,2017-02-01,1166,Bakırköy,276
907,2017-02-01,2050,Başakşehir,509
908,2017-02-01,1886,Bayrampaşa,228
909,2017-02-01,1183,Beşiktaş,136
910,2017-02-01,1185,Beykoz,27
911,2017-02-01,2051,Beylikdüzü,877
912,2017-02-01,1186,Beyoğlu,152
913,2017-02-01,1782,Büyükçekmece,331
914,2017-02-01,2052,Çekmeköy,381
915,2017-02-01,2016,Esenler,284
916,2017-02-01,2053,Esenyurt,3393
917,2017-02-01,1325,Eyüpsultan,371
918,2017-02-01,1327,Fatih,281
919,2017-02-01,1336,Gaziosmanpaşa,383
920,2017-02-01,2010,Güngören,159
921,2017-02-01,1421,Kadıköy,679
922,2017-02-01,1810,Kağıthane,513
923,2017-02-01,1449,Kartal,627
924,2017-02-01,1823,Küçükçekmece,657
925,2017-02-01,2012,Maltepe,548
926,2017-02-01,1835,Pendik,779
927,2017-02-01,2054,Sancaktepe,836
928,2017-02-01,1604,Sarıyer,142
929,2017-02-01,1622,Silivri,356
930,2017-02-01,1663,Şişli,223
931,2017-02-01,2014,Sultanbeyli,199
932,2017-02-01,2055,Sultangazi,443
933,2017-02-01,2015,Tuzla,650
934,2017-02-01,1852,Ümraniye,623
935,2017-02-01,1708,Üsküdar,304
936,2017-02-01,1739,Zeytinburnu,203
937,2017-03-01,2048,Arnavutköy,370
938,2017-03-01,2049,Ataşehir,529
939,2017-03-01,2003,Avcılar,593
940,2017-03-01,2004,Bağcılar,483
941,2017-03-01,2005,Bahçelievler,792
942,2017-03-01,1166,Bakırköy,299
943,2017-03-01,2050,Başakşehir,850
944,2017-03-01,1886,Bayrampaşa,302
945,2017-03-01,1183,Beşiktaş,180
946,2017-03-01,1185,Beykoz,25
947,2017-03-01,2051,Beylikdüzü,971
948,2017-03-01,1186,Beyoğlu,172
949,2017-03-01,1782,Büyükçekmece,605
950,2017-03-01,2052,Çekmeköy,472
951,2017-03-01,2016,Esenler,375
952,2017-03-01,2053,Esenyurt,4098
953,2017-03-01,1325,Eyüpsultan,466
954,2017-03-01,1327,Fatih,340
955,2017-03-01,1336,Gaziosmanpaşa,570
956,2017-03-01,2010,Güngören,270
957,2017-03-01,1421,Kadıköy,818
958,2017-03-01,1810,Kağıthane,578
959,2017-03-01,1449,Kartal,743
960,2017-03-01,1823,Küçükçekmece,646
961,2017-03-01,2012,Maltepe,703
962,2017-03-01,1835,Pendik,979
963,2017-03-01,2054,Sancaktepe,1101
964,2017-03-01,1604,Sarıyer,160
965,2017-03-01,1622,Silivri,486
966,2017-03-01,1663,Şişli,310
967,2017-03-01,2014,Sultanbeyli,174
968,2017-03-01,2055,Sultangazi,635
969,2017-03-01,2015,Tuzla,666
970,2017-03-01,1852,Ümraniye,856
971,2017-03-01,1708,Üsküdar,384
972,2017-03-01,1739,Zeytinburnu,303
973,2017-04-01,2048,Arnavutköy,335
974,2017-04-01,2049,Ataşehir,907
975,2017-04-01,2003,Avcılar,506
976,2017-04-01,2004,Bağcılar,349
977,2017-04-01,2005,Bahçelievler,645
978,2017-04-01,1166,Bakırköy,271
979,2017-04-01,2050,Başakşehir,664
980,2017-04-01,1886,Bayrampaşa,272
981,2017-04-01,1183,Beşiktaş,189
982,2017-04-01,1185,Beykoz,28
983,2017-04-01,2051,Beylikdüzü,992
984,2017-04-01,1186,Beyoğlu,148
985,2017-04-01,1782,Büyükçekmece,502
986,2017-04-01,2052,Çekmeköy,465
987,2017-04-01,2016,Esenler,290
988,2017-04-01,2053,Esenyurt,3322
989,2017-04-01,1325,Eyüpsultan,340
990,2017-04-01,1327,Fatih,273
991,2017-04-01,1336,Gaziosmanpaşa,502
992,2017-04-01,2010,Güngören,204
993,2017-04-01,1421,Kadıköy,692
994,2017-04-01,1810,Kağıthane,511
995,2017-04-01,1449,Kartal,825
996,2017-04-01,1823,Küçükçekmece,565
997,2017-04-01,2012,Maltepe,562
998,2017-04-01,1835,Pendik,882
999,2017-04-01,2054,Sancaktepe,990
1000,2017-04-01,1604,Sarıyer,321
1001,2017-04-01,1622,Silivri,402
1002,2017-04-01,1663,Şişli,325
1003,2017-04-01,2014,Sultanbeyli,169
1004,2017-04-01,2055,Sultangazi,481
1005,2017-04-01,2015,Tuzla,554
1006,2017-04-01,1852,Ümraniye,775
1007,2017-04-01,1708,Üsküdar,424
1008,2017-04-01,1739,Zeytinburnu,267
1009,2017-05-01,2048,Arnavutköy,404
1010,2017-05-01,2049,Ataşehir,668
1011,2017-05-01,2003,Avcılar,588
1012,2017-05-01,2004,Bağcılar,344
1013,2017-05-01,2005,Bahçelievler,718
1014,2017-05-01,1166,Bakırköy,241
1015,2017-05-01,2050,Başakşehir,664
1016,2017-05-01,1886,Bayrampaşa,462
1017,2017-05-01,1183,Beşiktaş,200
1018,2017-05-01,1185,Beykoz,22
1019,2017-05-01,2051,Beylikdüzü,926
1020,2017-05-01,1186,Beyoğlu,161
1021,2017-05-01,1782,Büyükçekmece,439
1022,2017-05-01,2052,Çekmeköy,457
1023,2017-05-01,2016,Esenler,296
1024,2017-05-01,2053,Esenyurt,3376
1025,2017-05-01,1325,Eyüpsultan,437
1026,2017-05-01,1327,Fatih,300
1027,2017-05-01,1336,Gaziosmanpaşa,563
1028,2017-05-01,2010,Güngören,248
1029,2017-05-01,1421,Kadıköy,711
1030,2017-05-01,1810,Kağıthane,482
1031,2017-05-01,1449,Kartal,690
1032,2017-05-01,1823,Küçükçekmece,605
1033,2017-05-01,2012,Maltepe,619
1034,2017-05-01,1835,Pendik,957
1035,2017-05-01,2054,Sancaktepe,996
1036,2017-05-01,1604,Sarıyer,199
1037,2017-05-01,1622,Silivri,411
1038,2017-05-01,1663,Şişli,290
1039,2017-05-01,2014,Sultanbeyli,146
1040,2017-05-01,2055,Sultangazi,496
1041,2017-05-01,2015,Tuzla,674
1042,2017-05-01,1852,Ümraniye,710
1043,2017-05-01,1708,Üsküdar,399
1044,2017-05-01,1739,Zeytinburnu,262
1045,2017-06-01,2048,Arnavutköy,283
1046,2017-06-01,2049,Ataşehir,513
1047,2017-06-01,2003,Avcılar,377
1048,2017-06-01,2004,Bağcılar,292
1049,2017-06-01,2005,Bahçelievler,560
1050,2017-06-01,1166,Bakırköy,204
1051,2017-06-01,2050,Başakşehir,769
1052,2017-06-01,1886,Bayrampaşa,238
1053,2017-06-01,1183,Beşiktaş,190
1054,2017-06-01,1185,Beykoz,19
1055,2017-06-01,2051,Beylikdüzü,885
1056,2017-06-01,1186,Beyoğlu,129
1057,2017-06-01,1782,Büyükçekmece,414
1058,2017-06-01,2052,Çekmeköy,396
1059,2017-06-01,2016,Esenler,235
1060,2017-06-01,2053,Esenyurt,3067
1061,2017-06-01,1325,Eyüpsultan,356
1062,2017-06-01,1327,Fatih,254
1063,2017-06-01,1336,Gaziosmanpaşa,386
1064,2017-06-01,2010,Güngören,189
1065,2017-06-01,1421,Kadıköy,675
1066,2017-06-01,1810,Kağıthane,427
1067,2017-06-01,1449,Kartal,597
1068,2017-06-01,1823,Küçükçekmece,494
1069,2017-06-01,2012,Maltepe,568
1070,2017-06-01,1835,Pendik,734
1071,2017-06-01,2054,Sancaktepe,900
1072,2017-06-01,1604,Sarıyer,706
1073,2017-06-01,1622,Silivri,402
1074,2017-06-01,1663,Şişli,285
1075,2017-06-01,2014,Sultanbeyli,170
1076,2017-06-01,2055,Sultangazi,422
1077,2017-06-01,2015,Tuzla,606
1078,2017-06-01,1852,Ümraniye,571
1079,2017-06-01,1708,Üsküdar,326
1080,2017-06-01,1739,Zeytinburnu,234
1081,2017-07-01,2048,Arnavutköy,334
1082,2017-07-01,2049,Ataşehir,397
1083,2017-07-01,2003,Avcılar,434
1084,2017-07-01,2004,Bağcılar,274
1085,2017-07-01,2005,Bahçelievler,539
1086,2017-07-01,1166,Bakırköy,219
1087,2017-07-01,2050,Başakşehir,829
1088,2017-07-01,1886,Bayrampaşa,199
1089,2017-07-01,1183,Beşiktaş,146
1090,2017-07-01,1185,Beykoz,22
1091,2017-07-01,2051,Beylikdüzü,880
1092,2017-07-01,1186,Beyoğlu,105
1093,2017-07-01,1782,Büyükçekmece,458
1094,2017-07-01,2052,Çekmeköy,473
1095,2017-07-01,2016,Esenler,270
1096,2017-07-01,2053,Esenyurt,2916
1097,2017-07-01,1325,Eyüpsultan,366
1098,2017-07-01,1327,Fatih,261
1099,2017-07-01,1336,Gaziosmanpaşa,564
1100,2017-07-01,2010,Güngören,161
1101,2017-07-01,1421,Kadıköy,541
1102,2017-07-01,1810,Kağıthane,481
1103,2017-07-01,1449,Kartal,621
1104,2017-07-01,1823,Küçükçekmece,546
1105,2017-07-01,2012,Maltepe,489
1106,2017-07-01,1835,Pendik,896
1107,2017-07-01,2054,Sancaktepe,881
1108,2017-07-01,1604,Sarıyer,232
1109,2017-07-01,1622,Silivri,399
1110,2017-07-01,1663,Şişli,486
1111,2017-07-01,2014,Sultanbeyli,136
1112,2017-07-01,2055,Sultangazi,457
1113,2017-07-01,2015,Tuzla,580
1114,2017-07-01,1852,Ümraniye,740
1115,2017-07-01,1708,Üsküdar,317
1116,2017-07-01,1739,Zeytinburnu,296
1117,2017-08-01,2048,Arnavutköy,340
1118,2017-08-01,2049,Ataşehir,465
1119,2017-08-01,2003,Avcılar,454
1120,2017-08-01,2004,Bağcılar,306
1121,2017-08-01,2005,Bahçelievler,553
1122,2017-08-01,1166,Bakırköy,241
1123,2017-08-01,2050,Başakşehir,995
1124,2017-08-01,1886,Bayrampaşa,192
1125,2017-08-01,1183,Beşiktaş,143
1126,2017-08-01,1185,Beykoz,58
1127,2017-08-01,2051,Beylikdüzü,864
1128,2017-08-01,1186,Beyoğlu,135
1129,2017-08-01,1782,Büyükçekmece,370
1130,2017-08-01,2052,Çekmeköy,499
1131,2017-08-01,2016,Esenler,218
1132,2017-08-01,2053,Esenyurt,3236
1133,2017-08-01,1325,Eyüpsultan,390
1134,2017-08-01,1327,Fatih,253
1135,2017-08-01,1336,Gaziosmanpaşa,538
1136,2017-08-01,2010,Güngören,186
1137,2017-08-01,1421,Kadıköy,650
1138,2017-08-01,1810,Kağıthane,377
1139,2017-08-01,1449,Kartal,592
1140,2017-08-01,1823,Küçükçekmece,656
1141,2017-08-01,2012,Maltepe,650
1142,2017-08-01,1835,Pendik,836
1143,2017-08-01,2054,Sancaktepe,954
1144,2017-08-01,1604,Sarıyer,176
1145,2017-08-01,1622,Silivri,440
1146,2017-08-01,1663,Şişli,263
1147,2017-08-01,2014,Sultanbeyli,183
1148,2017-08-01,2055,Sultangazi,441
1149,2017-08-01,2015,Tuzla,640
1150,2017-08-01,1852,Ümraniye,651
1151,2017-08-01,1708,Üsküdar,332
1152,2017-08-01,1739,Zeytinburnu,311
1153,2017-09-01,2048,Arnavutköy,391
1154,2017-09-01,2049,Ataşehir,625
1155,2017-09-01,2003,Avcılar,599
1156,2017-09-01,2004,Bağcılar,405
1157,2017-09-01,2005,Bahçelievler,702
1158,2017-09-01,1166,Bakırköy,232
1159,2017-09-01,2050,Başakşehir,1263
1160,2017-09-01,1886,Bayrampaşa,225
1161,2017-09-01,1183,Beşiktaş,218
1162,2017-09-01,1185,Beykoz,47
1163,2017-09-01,2051,Beylikdüzü,1331
1164,2017-09-01,1186,Beyoğlu,161
1165,2017-09-01,1782,Büyükçekmece,607
1166,2017-09-01,2052,Çekmeköy,458
1167,2017-09-01,2016,Esenler,243
1168,2017-09-01,2053,Esenyurt,3664
1169,2017-09-01,1325,Eyüpsultan,442
1170,2017-09-01,1327,Fatih,247
1171,2017-09-01,1336,Gaziosmanpaşa,629
1172,2017-09-01,2010,Güngören,179
1173,2017-09-01,1421,Kadıköy,804
1174,2017-09-01,1810,Kağıthane,580
1175,2017-09-01,1449,Kartal,922
1176,2017-09-01,1823,Küçükçekmece,998
1177,2017-09-01,2012,Maltepe,602
1178,2017-09-01,1835,Pendik,1063
1179,2017-09-01,2054,Sancaktepe,1318
1180,2017-09-01,1604,Sarıyer,359
1181,2017-09-01,1622,Silivri,385
1182,2017-09-01,1663,Şişli,290
1183,2017-09-01,2014,Sultanbeyli,209
1184,2017-09-01,2055,Sultangazi,561
1185,2017-09-01,2015,Tuzla,713
1186,2017-09-01,1852,Ümraniye,882
1187,2017-09-01,1708,Üsküdar,535
1188,2017-09-01,1739,Zeytinburnu,377
1189,2017-10-01,2048,Arnavutköy,416
1190,2017-10-01,2049,Ataşehir,443
1191,2017-10-01,2003,Avcılar,411
1192,2017-10-01,2004,Bağcılar,307
1193,2017-10-01,2005,Bahçelievler,610
1194,2017-10-01,1166,Bakırköy,255
1195,2017-10-01,2050,Başakşehir,773
1196,2017-10-01,1886,Bayrampaşa,180
1197,2017-10-01,1183,Beşiktaş,175
1198,2017-10-01,1185,Beykoz,21
1199,2017-10-01,2051,Beylikdüzü,925
1200,2017-10-01,1186,Beyoğlu,150
1201,2017-10-01,1782,Büyükçekmece,507
1202,2017-10-01,2052,Çekmeköy,428
1203,2017-10-01,2016,Esenler,294
1204,2017-10-01,2053,Esenyurt,3048
1205,2017-10-01,1325,Eyüpsultan,445
1206,2017-10-01,1327,Fatih,319
1207,2017-10-01,1336,Gaziosmanpaşa,522
1208,2017-10-01,2010,Güngören,224
1209,2017-10-01,1421,Kadıköy,733
1210,2017-10-01,1810,Kağıthane,400
1211,2017-10-01,1449,Kartal,888
1212,2017-10-01,1823,Küçükçekmece,627
1213,2017-10-01,2012,Maltepe,601
1214,2017-10-01,1835,Pendik,958
1215,2017-10-01,2054,Sancaktepe,1013
1216,2017-10-01,1604,Sarıyer,1768
1217,2017-10-01,1622,Silivri,372
1218,2017-10-01,1663,Şişli,237
1219,2017-10-01,2014,Sultanbeyli,281
1220,2017-10-01,2055,Sultangazi,564
1221,2017-10-01,2015,Tuzla,660
1222,2017-10-01,1852,Ümraniye,686
1223,2017-10-01,1708,Üsküdar,291
1224,2017-10-01,1739,Zeytinburnu,226
1225,2017-11-01,2048,Arnavutköy,411
1226,2017-11-01,2049,Ataşehir,516
1227,2017-11-01,2003,Avcılar,504
1228,2017-11-01,2004,Bağcılar,343
1229,2017-11-01,2005,Bahçelievler,589
1230,2017-11-01,1166,Bakırköy,259
1231,2017-11-01,2050,Başakşehir,903
1232,2017-11-01,1886,Bayrampaşa,309
1233,2017-11-01,1183,Beşiktaş,189
1234,2017-11-01,1185,Beykoz,23
1235,2017-11-01,2051,Beylikdüzü,950
1236,2017-11-01,1186,Beyoğlu,166
1237,2017-11-01,1782,Büyükçekmece,432
1238,2017-11-01,2052,Çekmeköy,494
1239,2017-11-01,2016,Esenler,323
1240,2017-11-01,2053,Esenyurt,3004
1241,2017-11-01,1325,Eyüpsultan,418
1242,2017-11-01,1327,Fatih,304
1243,2017-11-01,1336,Gaziosmanpaşa,616
1244,2017-11-01,2010,Güngören,225
1245,2017-11-01,1421,Kadıköy,761
1246,2017-11-01,1810,Kağıthane,467
1247,2017-11-01,1449,Kartal,741
1248,2017-11-01,1823,Küçükçekmece,598
1249,2017-11-01,2012,Maltepe,553
1250,2017-11-01,1835,Pendik,950
1251,2017-11-01,2054,Sancaktepe,960
1252,2017-11-01,1604,Sarıyer,433
1253,2017-11-01,1622,Silivri,393
1254,2017-11-01,1663,Şişli,316
1255,2017-11-01,2014,Sultanbeyli,182
1256,2017-11-01,2055,Sultangazi,538
1257,2017-11-01,2015,Tuzla,616
1258,2017-11-01,1852,Ümraniye,654
1259,2017-11-01,1708,Üsküdar,354
1260,2017-11-01,1739,Zeytinburnu,332
1261,2017-12-01,2048,Arnavutköy,428
1262,2017-12-01,2049,Ataşehir,594
1263,2017-12-01,2003,Avcılar,415
1264,2017-12-01,2004,Bağcılar,478
1265,2017-12-01,2005,Bahçelievler,665
1266,2017-12-01,1166,Bakırköy,379
1267,2017-12-01,2050,Başakşehir,1159
1268,2017-12-01,1886,Bayrampaşa,280
1269,2017-12-01,1183,Beşiktaş,227
1270,2017-12-01,1185,Beykoz,37
1271,2017-12-01,2051,Beylikdüzü,924
1272,2017-12-01,1186,Beyoğlu,189
1273,2017-12-01,1782,Büyükçekmece,488
1274,2017-12-01,2052,Çekmeköy,493
1275,2017-12-01,2016,Esenler,298
1276,2017-12-01,2053,Esenyurt,3238
1277,2017-12-01,1325,Eyüpsultan,467
1278,2017-12-01,1327,Fatih,360
1279,2017-12-01,1336,Gaziosmanpaşa,678
1280,2017-12-01,2010,Güngören,213
1281,2017-12-01,1421,Kadıköy,1055
1282,2017-12-01,1810,Kağıthane,650
1283,2017-12-01,1449,Kartal,804
1284,2017-12-01,1823,Küçükçekmece,945
1285,2017-12-01,2012,Maltepe,674
1286,2017-12-01,1835,Pendik,1140
1287,2017-12-01,2054,Sancaktepe,1053
1288,2017-12-01,1604,Sarıyer,509
1289,2017-12-01,1622,Silivri,536
1290,2017-12-01,1663,Şişli,381
1291,2017-12-01,2014,Sultanbeyli,218
1292,2017-12-01,2055,Sultangazi,519
1293,2017-12-01,2015,Tuzla,725
1294,2017-12-01,1852,Ümraniye,865
1295,2017-12-01,1708,Üsküdar,424
1296,2017-12-01,1739,Zeytinburnu,272
1297,2018-01-01,2048,Arnavutköy,334
1298,2018-01-01,2049,Ataşehir,345
1299,2018-01-01,2003,Avcılar,408
